	-0.11	9.80	-6.81	-5.44	-5.00	3449.50
-0.14	0.29	9.77	0.00	-0.12	0.06	3464.37
-0.14	0.28	9.75	-0.06	-0.19	0.00	3464.38
-0.14	0.28	9.75	-0.06	-0.19	0.00	3464.38
-0.15	0.28	9.76	0.06	-0.19	0.00	3464.39
-0.15	0.28	9.76	0.06	-0.19	0.00	3464.39
-0.14	0.27	9.82	0.00	-0.12	0.00	3464.40
-0.14	0.27	9.82	0.00	-0.06	-0.06	3464.41
-0.16	0.27	9.71	0.00	-0.06	-0.06	3464.41
-0.14	0.31	9.74	0.00	-0.06	0.00	3464.42
-0.14	0.31	9.74	0.00	-0.06	0.00	3464.42
-0.11	0.31	9.79	0.25	0.06	0.00	3464.43
-0.11	0.31	9.79	0.00	0.00	0.06	3464.43
-0.17	0.28	9.77	0.00	0.00	0.06	3464.44
-0.17	0.28	9.77	0.00	-0.06	0.00	3464.45
-0.14	0.32	9.76	0.00	-0.06	0.00	3464.45
-0.13	0.27	9.70	0.06	0.06	0.00	3464.46
-0.13	0.27	9.70	0.06	0.06	0.00	3464.46
-0.15	0.28	9.73	0.00	0.06	-0.06	3464.47
-0.15	0.28	9.73	0.06	0.06	0.00	3464.48
-0.14	0.29	9.80	0.06	0.06	0.00	3464.48
-0.14	0.29	9.80	0.00	-0.06	0.06	3464.49
-0.13	0.29	9.78	0.00	-0.06	0.06	3464.49
-0.12	0.31	9.78	0.06	-0.12	0.06	3464.50
-0.12	0.31	9.78	0.06	-0.12	0.06	3464.50
-0.15	0.30	9.72	0.19	-0.12	0.00	3464.51
-0.15	0.30	9.72	-0.12	-0.19	0.12	3464.52
-0.12	0.30	9.76	-0.12	-0.19	0.12	3464.52
-0.14	0.28	9.78	0.06	0.12	-0.12	3464.53
-0.14	0.28	9.78	0.06	0.12	-0.12	3464.53
-0.14	0.29	9.80	0.06	0.00	-0.06	3464.54
-0.14	0.29	9.80	0.06	0.00	-0.06	3464.54
-0.12	0.30	9.80	-0.06	-0.06	0.00	3464.55
-0.12	0.30	9.80	-0.06	-0.06	0.00	3464.55
-0.13	0.29	9.71	0.00	0.00	0.12	3464.56
-0.13	0.29	9.71	0.12	0.06	-0.06	3464.57
-0.13	0.28	9.71	0.12	0.06	-0.06	3464.57
-0.14	0.30	9.76	-0.06	0.00	0.00	3464.58
-0.14	0.30	9.76	-0.06	0.00	0.00	3464.58
-0.13	0.30	9.78	-0.06	-0.12	0.06	3464.59
-0.13	0.30	9.78	-0.06	-0.12	0.06	3464.59
-0.15	0.30	9.73	0.06	-0.12	0.12	3464.60
-0.15	0.30	9.73	0.00	0.06	-0.06	3464.61
-0.15	0.29	9.70	0.00	0.06	-0.06	3464.61
-0.14	0.28	9.71	0.12	0.31	-0.12	3464.62
-0.14	0.28	9.71	0.12	0.31	-0.12	3464.62
-0.11	0.31	9.77	0.06	0.00	-0.06	3464.63
-0.11	0.31	9.77	0.06	0.00	-0.06	3464.63
-0.12	0.28	9.80	-0.06	-0.12	0.12	3464.64
-0.12	0.28	9.80	-0.06	-0.12	0.12	3464.65
-0.14	0.28	9.79	0.00	0.25	-0.06	3464.65
-0.14	0.28	9.79	0.06	0.06	-0.06	3464.66
-0.15	0.28	9.69	0.06	0.06	-0.06	3464.66
-0.15	0.27	9.72	0.19	0.12	-0.06	3464.67
-0.15	0.27	9.72	0.19	0.12	-0.06	3464.68
-0.13	0.30	9.80	0.12	0.00	-0.19	3464.68
-0.13	0.30	9.80	0.00	-0.06	0.06	3464.69
-0.16	0.27	9.76	0.00	-0.06	0.06	3464.69
-0.15	0.27	9.79	-0.06	0.00	-0.06	3464.70
-0.15	0.27	9.79	-0.06	0.00	-0.06	3464.70
-0.13	0.29	9.71	0.12	-0.06	-0.12	3464.71
-0.13	0.29	9.71	0.12	-0.06	-0.12	3464.72
-0.15	0.29	9.74	0.06	-0.06	-0.06	3464.72
-0.15	0.29	9.74	0.06	-0.06	-0.19	3464.73
-0.14	0.32	9.76	0.06	-0.06	-0.19	3464.73
-0.14	0.32	9.76	-0.06	0.00	0.00	3464.74
-0.14	0.29	9.81	-0.06	0.00	0.00	3464.74
-0.14	0.29	9.82	0.00	-0.06	-0.06	3464.75
-0.14	0.29	9.82	0.00	-0.06	-0.06	3464.76
-0.14	0.29	9.70	0.00	0.06	-0.06	3464.76
-0.14	0.29	9.70	0.06	0.06	0.12	3464.77
-0.14	0.27	9.72	0.06	0.06	0.12	3464.77
-0.15	0.29	9.77	0.00	0.06	0.06	3464.78
-0.15	0.29	9.77	0.00	0.06	0.06	3464.78
-0.15	0.29	9.77	0.00	0.12	0.06	3464.79
-0.12	0.30	9.80	0.00	0.12	0.06	3464.80
-0.15	0.29	9.76	-0.12	-0.06	-0.12	3464.80
-0.15	0.29	9.76	-0.12	-0.06	-0.12	3464.81
-0.14	0.28	9.69	-0.06	-0.12	0.06	3464.81
-0.14	0.28	9.69	-0.06	-0.06	0.06	3464.82
-0.15	0.28	9.75	-0.06	-0.06	0.06	3464.82
-0.13	0.30	9.75	-0.06	-0.06	0.06	3464.83
-0.13	0.30	9.75	-0.06	-0.06	0.06	3464.84
-0.14	0.28	9.79	-0.06	-0.06	0.00	3464.84
-0.14	0.28	9.79	-0.06	-0.06	0.00	3464.85
-0.13	0.28	9.78	0.06	-0.25	-0.06	3464.85
-0.13	0.28	9.78	0.19	0.06	-0.12	3464.86
-0.13	0.27	9.67	0.19	0.06	-0.12	3464.86
-0.15	0.28	9.72	0.12	0.00	-0.06	3464.87
-0.15	0.28	9.72	0.12	0.00	-0.06	3464.88
-0.11	0.30	9.78	0.06	0.00	-0.06	3464.88
-0.11	0.30	9.78	0.06	0.00	-0.06	3464.89
-0.15	0.27	9.79	-0.12	0.00	-0.12	3464.89
-0.14	0.30	9.82	0.06	-0.06	-0.06	3464.90
-0.14	0.30	9.82	0.06	-0.06	-0.06	3464.91
-0.11	0.30	9.71	0.00	-0.06	0.06	3464.91
-0.11	0.30	9.71	0.00	-0.06	0.06	3464.92
-0.11	0.29	9.74	-0.06	-0.19	0.06	3464.92
-0.11	0.29	9.74	-0.06	0.00	0.06	3464.93
-0.14	0.32	9.80	-0.06	0.00	0.06	3464.93
-0.14	0.32	9.80	-0.06	-0.12	-0.06	3464.94
-0.15	0.28	9.77	-0.06	-0.12	-0.06	3464.94
-0.16	0.28	9.81	-0.06	-0.06	-0.19	3464.95
-0.16	0.28	9.81	-0.06	-0.06	-0.19	3464.96
-0.13	0.29	9.69	0.06	-0.19	0.00	3464.96
-0.13	0.29	9.69	0.06	-0.19	0.00	3464.97
-0.17	0.29	9.77	0.00	-0.06	-0.12	3464.97
-0.17	0.29	9.77	-0.19	-0.25	0.12	3464.98
-0.11	0.29	9.81	-0.19	-0.25	0.12	3464.98
-0.11	0.29	9.81	0.00	0.19	-0.12	3464.99
-0.15	0.28	9.78	0.00	0.19	-0.12	3465.00
-0.11	0.32	9.75	0.12	-0.06	0.00	3465.00
-0.11	0.32	9.75	0.12	-0.06	0.00	3465.01
-0.16	0.30	9.69	0.06	0.00	0.00	3465.01
-0.16	0.30	9.69	0.00	0.00	-0.12	3465.02
-0.15	0.29	9.72	0.00	0.00	-0.12	3465.03
-0.14	0.31	9.82	0.00	-0.06	-0.06	3465.03
-0.14	0.31	9.82	0.00	-0.06	-0.06	3465.04
-0.15	0.32	9.79	-0.06	-0.12	0.12	3465.04
-0.15	0.32	9.79	-0.06	-0.12	0.12	3465.05
-0.14	0.28	9.83	-0.12	-0.06	0.06	3465.05
-0.14	0.28	9.83	0.00	-0.06	0.19	3465.06
-0.12	0.27	9.72	0.00	-0.06	0.19	3465.07
-0.12	0.30	9.76	0.00	0.06	0.06	3465.07
-0.12	0.30	9.76	0.00	0.06	0.06	3465.08
-0.14	0.28	9.78	-0.06	0.06	0.00	3465.08
-0.14	0.28	9.78	-0.06	0.06	0.00	3465.09
-0.14	0.26	9.80	-0.06	0.06	0.00	3465.09
-0.14	0.26	9.80	-0.06	-0.06	0.06	3465.10
-0.13	0.30	9.82	-0.06	-0.06	0.06	3465.11
-0.13	0.28	9.70	0.00	0.06	0.00	3465.11
-0.13	0.28	9.70	0.00	0.06	0.00	3465.12
-0.14	0.29	9.75	0.00	0.00	-0.06	3465.12
-0.14	0.29	9.75	0.06	0.00	0.00	3465.13
-0.17	0.27	9.79	0.06	0.00	0.00	3465.13
-0.17	0.27	9.79	0.06	-0.19	-0.12	3465.14
-0.11	0.29	9.77	0.06	-0.19	-0.12	3465.15
-0.14	0.29	9.73	-0.06	0.00	0.19	3465.15
-0.14	0.29	9.73	-0.06	0.00	0.19	3465.16
-0.12	0.28	9.71	0.19	0.06	-0.06	3465.16
-0.12	0.28	9.71	0.19	0.06	-0.06	3465.17
-0.14	0.30	9.74	-0.06	0.12	-0.06	3465.17
-0.14	0.30	9.74	0.00	0.19	0.00	3465.18
-0.15	0.26	9.75	0.00	0.19	0.00	3465.18
-0.15	0.26	9.75	0.06	0.12	-0.06	3465.19
-0.13	0.31	9.80	0.06	0.12	-0.06	3465.20
-0.15	0.27	9.75	-0.06	0.06	0.06	3465.20
-0.15	0.27	9.75	-0.06	0.06	0.06	3465.21
-0.15	0.30	9.70	0.12	-0.06	0.00	3465.21
-0.15	0.30	9.70	0.00	-0.06	-0.12	3465.22
-0.10	0.28	9.71	0.00	-0.06	-0.12	3465.23
-0.15	0.28	9.80	-0.06	0.06	0.00	3465.23
-0.15	0.28	9.80	-0.06	0.06	0.00	3465.24
-0.12	0.30	9.78	0.06	-0.25	0.06	3465.24
-0.12	0.30	9.78	0.06	-0.25	0.06	3465.25
-0.16	0.28	9.80	-0.06	-0.12	0.06	3465.25
-0.16	0.28	9.80	-0.06	-0.12	0.06	3465.26
-0.14	0.30	9.73	0.00	0.06	-0.06	3465.26
-0.14	0.30	9.73	0.06	0.12	0.00	3465.27
-0.15	0.26	9.72	0.06	0.12	0.00	3465.28
-0.14	0.29	9.75	-0.06	0.06	-0.06	3465.28
-0.14	0.29	9.75	-0.06	0.06	-0.06	3465.29
-0.11	0.31	9.77	0.00	-0.12	0.00	3465.29
-0.11	0.31	9.77	0.00	-0.12	0.00	3465.30
-0.13	0.31	9.82	-0.06	-0.06	-0.12	3465.30
-0.13	0.31	9.82	-0.06	-0.06	-0.12	3465.31
-0.11	0.30	9.67	0.06	0.19	0.06	3465.32
-0.11	0.30	9.67	0.00	0.00	0.00	3465.32
-0.13	0.27	9.75	0.00	0.00	0.00	3465.33
-0.15	0.27	9.77	0.06	0.00	-0.19	3465.33
-0.15	0.27	9.77	0.06	0.00	-0.19	3465.34
-0.11	0.30	9.82	-0.12	-0.12	-0.06	3465.34
-0.11	0.30	9.82	-0.12	-0.12	-0.06	3465.35
-0.15	0.28	9.78	-0.06	-0.06	-0.06	3465.36
-0.15	0.28	9.78	0.19	-0.06	-0.12	3465.36
-0.13	0.29	9.71	0.19	-0.06	-0.12	3465.37
-0.17	0.30	9.76	-0.06	-0.25	0.00	3465.37
-0.17	0.30	9.76	-0.06	-0.25	0.00	3465.38
-0.14	0.29	9.77	0.06	-0.06	0.00	3465.38
-0.14	0.29	9.77	0.06	-0.12	-0.19	3465.39
-0.14	0.30	9.79	0.06	-0.12	-0.19	3465.40
-0.13	0.29	9.78	0.06	-0.19	0.00	3465.40
-0.13	0.29	9.78	0.06	-0.19	0.00	3465.41
-0.14	0.28	9.68	-0.12	0.00	-0.06	3465.41
-0.14	0.28	9.68	-0.12	0.00	-0.06	3465.42
-0.12	0.29	9.72	-0.06	0.00	-0.06	3465.43
-0.12	0.29	9.72	0.12	0.00	-0.06	3465.43
-0.11	0.29	9.80	0.12	0.00	-0.06	3465.44
-0.11	0.29	9.80	0.00	-0.12	-0.06	3465.44
-0.15	0.28	9.79	0.00	-0.12	-0.06	3465.45
-0.16	0.28	9.81	0.00	0.06	-0.06	3465.45
-0.16	0.28	9.81	0.00	0.06	-0.06	3465.46
-0.15	0.26	9.71	0.19	0.06	0.00	3465.46
-0.15	0.26	9.71	0.19	0.06	0.00	3465.47
-0.15	0.29	9.76	0.12	0.12	0.00	3465.48
-0.15	0.29	9.76	0.06	0.06	0.00	3465.48
-0.13	0.30	9.78	0.06	0.06	0.00	3465.49
-0.13	0.30	9.78	0.00	0.12	-0.06	3465.49
-0.14	0.27	9.78	0.00	0.12	-0.06	3465.50
-0.15	0.29	9.73	-0.06	-0.19	-0.12	3465.50
-0.15	0.29	9.73	-0.06	-0.19	-0.12	3465.51
-0.17	0.27	9.70	0.00	-0.06	-0.06	3465.52
-0.17	0.27	9.70	0.19	0.19	0.00	3465.52
-0.15	0.29	9.73	0.19	0.19	0.00	3465.53
-0.14	0.30	9.78	0.06	-0.25	-0.06	3465.53
-0.14	0.30	9.78	0.06	-0.25	-0.06	3465.54
-0.14	0.27	9.81	0.00	-0.19	-0.12	3465.54
-0.14	0.27	9.81	0.00	-0.19	-0.12	3465.55
-0.15	0.32	9.80	0.00	0.00	-0.12	3465.55
-0.15	0.32	9.80	0.00	0.00	-0.06	3465.56
-0.14	0.29	9.72	0.00	0.00	-0.06	3465.57
-0.14	0.28	9.72	-0.12	-0.12	0.06	3465.57
-0.14	0.28	9.72	-0.12	-0.12	0.06	3465.58
-0.16	0.28	9.79	0.06	0.00	-0.12	3465.58
-0.16	0.28	9.79	0.06	0.00	-0.12	3465.59
-0.11	0.29	9.79	-0.06	0.00	0.19	3465.59
-0.11	0.29	9.79	-0.06	0.00	0.19	3465.60
-0.14	0.29	9.77	0.12	0.25	-0.12	3465.61
-0.14	0.29	9.77	0.00	-0.06	0.00	3465.61
-0.13	0.29	9.72	0.00	-0.06	0.00	3465.62
-0.15	0.29	9.73	0.00	-0.12	-0.06	3465.62
-0.15	0.29	9.73	0.00	-0.12	-0.06	3465.63
-0.13	0.28	9.81	0.00	-0.19	0.00	3465.63
-0.13	0.28	9.81	0.00	-0.19	0.00	3465.64
-0.13	0.30	9.80	0.06	0.00	-0.12	3465.65
-0.13	0.30	9.80	0.06	0.00	0.06	3465.65
-0.13	0.30	9.80	0.06	0.00	0.06	3465.66
-0.14	0.29	9.68	0.00	0.00	0.06	3465.66
-0.14	0.29	9.68	0.00	0.00	0.06	3465.67
-0.14	0.28	9.76	-0.06	-0.06	0.06	3465.68
-0.14	0.28	9.76	0.00	-0.06	0.06	3465.68
-0.15	0.28	9.79	0.00	-0.06	0.06	3465.69
-0.15	0.28	9.79	0.00	0.06	0.06	3465.69
-0.13	0.28	9.79	0.00	0.06	0.06	3465.70
-0.16	0.27	9.75	0.06	-0.06	0.12	3465.70
-0.16	0.27	9.75	0.06	-0.06	0.12	3465.71
-0.13	0.28	9.68	-0.12	0.12	0.00	3465.72
-0.13	0.28	9.68	-0.12	0.12	0.00	3465.72
-0.14	0.28	9.72	0.06	0.00	0.00	3465.73
-0.14	0.27	9.77	0.00	0.12	0.00	3465.73
-0.14	0.27	9.77	0.00	0.12	0.00	3465.74
-0.14	0.27	9.77	-0.06	-0.06	0.00	3465.74
-0.15	0.28	9.80	-0.06	-0.06	0.00	3465.75
-0.11	0.29	9.78	0.06	0.06	0.00	3465.75
-0.11	0.29	9.78	0.06	0.06	0.00	3465.76
-0.14	0.28	9.71	0.12	0.06	-0.12	3465.77
-0.14	0.28	9.71	0.06	0.12	-0.06	3465.77
-0.12	0.28	9.72	0.06	0.12	-0.06	3465.78
-0.15	0.28	9.78	-0.06	0.06	0.00	3465.78
-0.15	0.28	9.78	-0.06	0.06	0.00	3465.79
-0.12	0.27	9.81	0.00	0.06	0.00	3465.79
-0.12	0.27	9.81	0.00	0.06	0.00	3465.80
-0.16	0.27	9.83	-0.19	-0.06	0.00	3465.80
-0.16	0.27	9.83	-0.19	-0.06	0.00	3465.81
-0.14	0.26	9.71	-0.12	-0.19	0.06	3465.82
-0.14	0.26	9.71	0.00	-0.06	0.06	3465.82
-0.13	0.29	9.75	0.00	-0.06	0.06	3465.83
-0.14	0.28	9.79	0.06	-0.06	-0.06	3465.83
-0.14	0.28	9.79	0.06	-0.06	-0.06	3465.84
-0.15	0.28	9.78	0.00	-0.06	-0.12	3465.84
-0.15	0.28	9.78	0.00	-0.06	-0.12	3465.85
-0.12	0.31	9.79	-0.12	-0.06	-0.12	3465.86
-0.12	0.31	9.79	0.06	-0.12	0.00	3465.86
-0.16	0.29	9.69	0.06	-0.12	0.00	3465.87
-0.14	0.28	9.74	0.06	0.12	-0.06	3465.87
-0.14	0.28	9.74	0.06	0.12	-0.06	3465.88
-0.15	0.29	9.76	0.06	0.00	0.06	3465.89
-0.15	0.29	9.76	0.06	0.00	0.06	3465.89
-0.14	0.31	9.82	0.06	0.00	-0.12	3465.90
-0.14	0.31	9.82	0.06	0.00	-0.12	3465.90
-0.15	0.30	9.74	-0.06	-0.06	0.06	3465.91
-0.15	0.30	9.74	0.12	0.06	0.00	3465.91
-0.14	0.28	9.70	0.12	0.06	0.00	3465.92
-0.12	0.28	9.74	-0.06	-0.12	0.06	3465.93
-0.12	0.28	9.74	-0.06	-0.12	0.06	3465.93
-0.15	0.29	9.75	0.00	0.00	0.00	3465.94
-0.15	0.29	9.75	-0.06	-0.06	0.06	3465.94
-0.13	0.29	9.79	-0.06	-0.06	0.06	3465.95
-0.13	0.29	9.79	0.06	0.00	0.06	3465.95
-0.12	0.28	9.79	0.06	0.00	0.06	3465.96
-0.16	0.27	9.71	0.06	0.00	-0.06	3465.97
-0.16	0.27	9.71	0.06	0.00	-0.06	3465.97
-0.12	0.28	9.71	0.06	0.00	-0.12	3465.98
-0.12	0.28	9.71	0.00	-0.19	0.06	3465.98
-0.16	0.28	9.77	0.00	-0.19	0.06	3465.99
-0.16	0.28	9.77	-0.19	-0.06	0.00	3466.00
-0.13	0.30	9.79	-0.19	-0.06	0.00	3466.00
-0.17	0.30	9.80	-0.12	-0.06	0.06	3466.01
-0.17	0.30	9.80	-0.12	-0.06	0.06	3466.01
-0.14	0.28	9.71	0.06	0.12	-0.06	3466.02
-0.14	0.28	9.71	0.06	0.00	0.00	3466.02
-0.13	0.31	9.73	0.06	0.00	0.00	3466.03
-0.12	0.31	9.79	-0.12	-0.12	0.06	3466.04
-0.12	0.31	9.79	-0.12	-0.12	0.06	3466.04
-0.16	0.27	9.79	0.00	-0.06	0.00	3466.05
-0.16	0.27	9.79	0.00	-0.06	0.00	3466.05
-0.13	0.29	9.76	0.06	-0.19	-0.06	3466.06
-0.13	0.29	9.76	0.00	-0.06	-0.12	3466.06
-0.16	0.27	9.68	0.00	-0.06	-0.12	3466.07
-0.16	0.28	9.75	-0.06	-0.19	0.00	3466.08
-0.16	0.28	9.75	-0.06	-0.19	0.00	3466.08
-0.12	0.29	9.76	0.06	0.00	-0.06	3466.09
-0.12	0.29	9.76	0.06	0.00	-0.06	3466.09
-0.14	0.27	9.80	0.12	-0.19	0.00	3466.10
-0.14	0.27	9.80	-0.06	-0.06	0.06	3466.10
-0.12	0.29	9.80	-0.06	-0.06	0.06	3466.11
-0.11	0.28	9.71	0.06	0.06	0.00	3466.12
-0.11	0.28	9.71	0.06	0.06	0.00	3466.12
-0.15	0.27	9.72	0.00	0.12	-0.06	3466.13
-0.15	0.27	9.72	0.12	0.06	0.12	3466.13
-0.13	0.29	9.79	0.12	0.06	0.12	3466.14
-0.13	0.29	9.79	0.06	0.12	-0.06	3466.14
-0.15	0.29	9.79	0.06	0.12	-0.06	3466.15
-0.12	0.29	9.78	0.00	-0.06	-0.19	3466.16
-0.12	0.29	9.78	0.00	-0.06	-0.19	3466.16
-0.11	0.30	9.72	0.00	-0.19	0.19	3466.17
-0.11	0.30	9.72	0.00	-0.19	0.19	3466.17
-0.16	0.28	9.77	-0.19	-0.12	0.00	3466.18
-0.16	0.28	9.77	0.06	0.00	0.06	3466.18
-0.15	0.28	9.79	0.06	0.00	0.06	3466.19
-0.15	0.28	9.79	0.12	-0.12	0.06	3466.19
-0.15	0.27	9.76	0.12	-0.12	0.06	3466.20
-0.18	0.28	9.82	-0.06	-0.31	0.00	3466.21
-0.18	0.28	9.82	-0.06	-0.31	0.00	3466.21
-0.15	0.28	9.69	0.19	-0.06	0.00	3466.22
-0.15	0.28	9.69	0.00	-0.19	-0.06	3466.22
-0.15	0.28	9.74	0.00	-0.19	-0.06	3466.23
-0.11	0.29	9.77	-0.06	0.00	-0.06	3466.24
-0.11	0.29	9.77	-0.06	0.00	-0.06	3466.24
-0.14	0.30	9.80	0.12	0.06	-0.19	3466.25
-0.14	0.30	9.80	0.12	0.06	-0.19	3466.25
-0.13	0.30	9.75	0.00	-0.06	0.00	3466.26
-0.13	0.30	9.75	0.00	-0.06	0.00	3466.26
-0.11	0.32	9.68	0.06	0.00	0.12	3466.27
-0.11	0.32	9.68	-0.06	-0.06	-0.06	3466.28
-0.15	0.29	9.71	-0.06	-0.06	-0.06	3466.28
-0.14	0.28	9.75	0.06	-0.06	0.00	3466.29
-0.14	0.28	9.75	0.06	-0.06	0.00	3466.29
-0.14	0.29	9.79	0.12	0.00	0.00	3466.30
-0.14	0.29	9.79	0.12	0.00	0.00	3466.30
-0.15	0.29	9.79	0.12	0.00	0.00	3466.31
-0.15	0.29	9.79	0.00	-0.06	-0.12	3466.32
-0.14	0.28	9.71	0.00	-0.06	-0.12	3466.32
-0.13	0.30	9.72	0.06	0.06	0.00	3466.33
-0.13	0.30	9.72	0.06	0.06	0.00	3466.33
-0.16	0.28	9.79	0.12	-0.06	-0.06	3466.34
-0.16	0.28	9.79	0.12	-0.06	-0.06	3466.35
-0.15	0.29	9.80	0.00	-0.12	-0.06	3466.35
-0.15	0.29	9.80	-0.12	0.00	0.00	3466.36
-0.14	0.29	9.77	-0.12	0.00	0.00	3466.36
-0.15	0.27	9.71	0.06	0.00	0.00	3466.37
-0.15	0.27	9.71	0.06	0.00	0.00	3466.37
-0.15	0.27	9.77	0.06	-0.06	0.00	3466.38
-0.15	0.27	9.77	0.06	-0.06	0.00	3466.39
-0.14	0.27	9.77	-0.06	0.19	0.12	3466.39
-0.14	0.27	9.77	0.06	0.06	0.12	3466.40
-0.13	0.29	9.82	0.06	0.06	0.12	3466.40
-0.13	0.29	9.84	0.06	-0.06	0.06	3466.41
-0.13	0.29	9.84	0.06	-0.06	0.06	3466.41
-0.14	0.30	9.70	0.06	0.00	0.00	3466.42
-0.14	0.30	9.70	0.06	0.00	0.00	3466.43
-0.14	0.30	9.74	0.00	0.00	0.00	3466.43
-0.16	0.27	9.79	0.00	0.06	-0.06	3466.44
-0.16	0.27	9.79	0.00	0.06	-0.06	3466.44
-0.16	0.27	9.79	0.06	-0.06	0.00	3466.45
-0.15	0.28	9.80	0.06	-0.06	0.00	3466.45
-0.15	0.28	9.76	-0.19	0.06	-0.06	3466.46
-0.15	0.28	9.76	-0.19	0.06	-0.06	3466.47
-0.15	0.28	9.69	-0.06	-0.19	-0.06	3466.47
-0.15	0.28	9.69	-0.12	0.06	-0.06	3466.48
-0.13	0.31	9.73	-0.12	0.06	-0.06	3466.48
-0.17	0.27	9.78	-0.12	0.00	0.06	3466.49
-0.17	0.27	9.78	-0.12	0.00	0.06	3466.49
-0.12	0.27	9.79	0.00	0.06	-0.06	3466.50
-0.12	0.27	9.79	0.00	0.06	-0.06	3466.50
-0.14	0.31	9.79	-0.06	-0.06	-0.06	3466.51
-0.14	0.31	9.79	-0.06	-0.06	-0.06	3466.52
-0.14	0.31	9.69	-0.12	-0.25	0.06	3466.52
-0.14	0.31	9.69	0.00	-0.31	0.00	3466.53
-0.14	0.30	9.72	0.00	-0.31	0.00	3466.53
-0.14	0.27	9.78	-0.19	0.00	0.12	3466.54
-0.14	0.27	9.78	-0.19	0.00	0.12	3466.54
-0.12	0.27	9.79	-0.06	0.00	0.12	3466.55
-0.12	0.27	9.79	-0.06	0.00	0.12	3466.56
-0.14	0.32	9.80	-0.06	-0.31	-0.06	3466.56
-0.14	0.32	9.80	-0.19	-0.19	0.06	3466.57
-0.13	0.29	9.71	-0.19	-0.19	0.06	3466.57
-0.14	0.30	9.76	-0.06	0.00	0.00	3466.58
-0.14	0.30	9.76	-0.06	0.00	0.00	3466.59
-0.13	0.27	9.78	-0.06	-0.06	0.06	3466.59
-0.13	0.27	9.78	-0.06	-0.06	0.06	3466.60
-0.15	0.28	9.78	0.00	-0.06	0.00	3466.60
-0.15	0.28	9.78	-0.06	-0.19	-0.06	3466.61
-0.14	0.29	9.75	-0.06	-0.19	-0.06	3466.61
-0.16	0.28	9.70	-0.12	-0.12	0.00	3466.62
-0.16	0.28	9.70	-0.12	-0.12	0.00	3466.63
-0.15	0.27	9.72	0.00	-0.12	-0.06	3466.63
-0.15	0.27	9.72	0.06	0.19	-0.06	3466.64
-0.14	0.28	9.79	0.06	0.19	-0.06	3466.64
-0.14	0.28	9.79	-0.06	0.00	0.06	3466.65
-0.15	0.28	9.79	-0.06	0.00	0.06	3466.65
-0.14	0.27	9.79	-0.19	-0.12	0.12	3466.66
-0.14	0.27	9.79	-0.19	-0.12	0.12	3466.67
-0.13	0.29	9.69	-0.06	-0.12	0.00	3466.67
-0.13	0.29	9.69	-0.06	-0.12	0.00	3466.68
-0.13	0.29	9.72	0.00	-0.06	0.00	3466.68
-0.13	0.29	9.72	-0.12	-0.12	-0.06	3466.69
-0.15	0.30	9.77	-0.12	-0.12	-0.06	3466.69
-0.15	0.30	9.77	-0.06	-0.06	0.06	3466.70
-0.15	0.29	9.78	-0.06	-0.06	0.06	3466.70
-0.14	0.30	9.80	0.00	-0.12	-0.06	3466.71
-0.14	0.30	9.80	0.00	-0.12	-0.06	3466.72
-0.12	0.27	9.70	-0.06	-0.12	-0.06	3466.72
-0.12	0.27	9.70	0.06	-0.06	0.12	3466.73
-0.13	0.28	9.74	0.06	-0.06	0.12	3466.73
-0.16	0.28	9.76	0.00	0.12	-0.06	3466.74
-0.16	0.28	9.76	0.00	0.12	-0.06	3466.75
-0.11	0.27	9.83	0.12	0.00	0.06	3466.75
-0.11	0.27	9.83	0.12	0.00	0.06	3466.76
-0.15	0.26	9.80	-0.12	-0.06	-0.12	3466.76
-0.15	0.26	9.80	0.00	-0.19	0.12	3466.77
-0.13	0.30	9.69	0.00	-0.19	0.12	3466.77
-0.15	0.27	9.76	-0.12	0.00	0.00	3466.78
-0.15	0.27	9.76	-0.12	0.00	0.00	3466.79
-0.15	0.30	9.78	-0.19	0.00	0.06	3466.79
-0.15	0.30	9.78	-0.19	0.00	0.06	3466.80
-0.15	0.31	9.78	0.06	-0.12	0.00	3466.80
-0.15	0.31	9.78	0.00	0.00	0.00	3466.81
-0.12	0.28	9.73	0.00	0.00	0.00	3466.82
-0.15	0.29	9.71	0.00	0.06	-0.06	3466.82
-0.15	0.29	9.71	0.00	0.06	-0.06	3466.83
-0.12	0.30	9.72	-0.06	-0.06	-0.12	3466.83
-0.12	0.30	9.72	-0.12	-0.06	0.00	3466.84
-0.15	0.28	9.75	-0.12	-0.06	0.00	3466.84
-0.15	0.28	9.75	-0.12	-0.12	0.06	3466.85
-0.12	0.31	9.80	-0.12	-0.12	0.06	3466.86
-0.14	0.28	9.78	-0.12	-0.19	0.06	3466.86
-0.14	0.28	9.78	-0.12	-0.19	0.06	3466.87
-0.14	0.29	9.70	0.06	-0.12	-0.12	3466.87
-0.14	0.29	9.70	0.06	-0.12	-0.12	3466.88
-0.14	0.31	9.71	-0.06	0.06	-0.06	3466.88
-0.15	0.29	9.77	-0.06	-0.12	-0.06	3466.89
-0.15	0.29	9.77	-0.06	-0.12	-0.06	3466.89
-0.15	0.30	9.80	-0.12	-0.12	-0.06	3466.90
-0.15	0.30	9.80	-0.12	-0.12	-0.06	3466.91
-0.14	0.29	9.83	0.06	-0.06	-0.06	3466.91
-0.14	0.29	9.83	0.06	-0.06	-0.06	3466.92
